time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-01-23T14:10:51.382Z,56.2566,-149.7179,0.5,3.3,ml,,,,0.9,ak,ak18180205,2018-01-24T14:41:08.040Z,"248km SE of Kodiak, Alaska",earthquake,,5.1,,,reviewed,ak,ak
2018-01-23T13:45:33.340Z,-3.9807,-80.733,36.27,4.4,mb,,167,0.791,0.81,us,us2000cn31,2018-01-23T22:37:42.355Z,"10km N of Papayal, Peru",earthquake,6.1,8.5,0.126,18,reviewed,us,us
2018-01-23T13:44:17.775Z,56.6362,-149.0613,4.9,3.9,ml,,,,0.84,ak,ak18179002,2018-01-24T14:39:23.040Z,"248km SE of Kodiak, Alaska",earthquake,,3.3,,,reviewed,ak,ak
2018-01-23T13:41:12.450Z,56.6013,-149.0213,4.1,3.7,ml,,,,0.79,ak,ak18178954,2018-01-24T14:37:21.040Z,"259km SE of Kodiak, Alaska",earthquake,,3.4,,,reviewed,ak,ak
2018-01-23T13:34:09.098Z,56.4429,-149.0214,11.9,4.3,ml,,,,0.84,ak,ak18178907,2018-01-24T14:35:14.040Z,"243km SE of Kodiak, Alaska",earthquake,,2.9,,,reviewed,ak,ak
2018-01-23T13:31:36.640Z,55.6429,-149.7262,10,3.8,mb,,252,2.533,1.19,us,us2000cn2q,2018-01-24T14:31:52.040Z,"289km SE of Kodiak, Alaska",earthquake,3.1,2,0.361,2,reviewed,us,us
2018-01-23T13:09:06.620Z,56.2874,-148.6328,10,4.2,mb,,232,2.628,0.59,us,us2000cn2i,2018-01-23T14:58:10.040Z,"283km SE of Kodiak, Alaska",earthquake,9.5,2,0.527,1,reviewed,us,us
2018-01-23T13:04:12.089Z,56.7344,-148.9444,134.8,3.7,ml,,,,0.62,ak,ak18178790,2018-01-23T15:37:18.122Z,"239km ESE of Kodiak, Alaska",earthquake,,3.3,,,automatic,ak,ak
2018-01-23T13:00:57.590Z,55.9748,-150.3294,10,4.1,mb,,192,2.059,0.79,us,us2000cn2g,2018-01-23T14:40:44.040Z,"238km SSE of Kodiak, Alaska",earthquake,8.8,2,0.369,2,reviewed,us,us
2018-01-23T12:48:57.296Z,56.6871,-149.2879,0.6,3.8,ml,,,,0.84,ak,ak18177628,2018-01-23T15:35:01.797Z,"238km SE of Kodiak, Alaska",earthquake,,3.9,,,automatic,ak,ak
2018-01-23T12:26:41.520Z,55.9092,-149.7502,5.83,4,ml,,203,2.359,0.85,us,us2000cn25,2018-01-23T13:28:37.040Z,"264km SE of Kodiak, Alaska",earthquake,10.3,8.2,0.064,32,reviewed,us,us
2018-01-23T12:19:30.000Z,55.8854,-149.3136,10,4.5,mb,,183,2.576,0.65,us,us2000cn20,2018-01-23T21:17:05.660Z,"283km SE of Kodiak, Alaska",earthquake,8.9,2,0.082,43,reviewed,us,us
2018-01-23T12:05:27.910Z,55.8746,-150.4158,10,4.1,ml,,182,2.086,1.06,us,us2000cn1s,2018-01-23T12:33:03.040Z,"245km SSE of Kodiak, Alaska",earthquake,9.9,2,0.074,24,reviewed,us,us
2018-01-23T11:55:01.145Z,55.9527,-150.4465,13.3,3,ml,,,,0.76,ak,ak18177486,2018-01-26T14:06:43.040Z,"230km SE of Kodiak, Alaska",earthquake,,492.6,,,reviewed,ak,ak
2018-01-23T11:47:03.773Z,56.5941,-149.1426,5.5,5,ml,,,,0.68,ak,ak18177431,2018-01-23T16:23:49.312Z,"240km SE of Kodiak, Alaska",earthquake,,2.7,,,reviewed,ak,ak
2018-01-23T11:37:47.937Z,56.0949,-149.6082,9.6,4.9,ml,,,,0.75,ak,ak18176249,2018-01-23T16:14:13.345Z,"255km SE of Kodiak, Alaska",earthquake,,9.3,,,reviewed,ak,ak
2018-01-23T11:34:22.529Z,56.4233,-149.2917,5.5,4.2,ml,,,,1.12,ak,ak18176217,2018-01-23T18:41:38.558Z,"248km SE of Kodiak, Alaska",earthquake,,3.5,,,reviewed,ak,ak
2018-01-23T11:28:18.624Z,56.3448,-149.2265,8.9,4.5,ml,,,,0.97,ak,ak18176176,2018-01-23T18:39:28.403Z,"249km SE of Kodiak, Alaska",earthquake,,6.6,,,reviewed,ak,ak
2018-01-23T11:22:56.840Z,55.8769,-148.8337,10,3.9,mb,,148,2.81,1.07,us,us2000cnb5,2018-01-26T15:35:03.206Z,Gulf of Alaska,earthquake,7.9,2,0.296,3,reviewed,us,us
2018-01-23T11:21:52.057Z,62.4091,-151.3988,10.3,2.5,ml,,,,0.52,ak,ak18176148,2018-01-24T06:57:26.386Z,"67km W of Talkeetna, Alaska",earthquake,,0.4,,,automatic,ak,ak
2018-01-23T11:19:47.188Z,56.3076,-150.145,0,4.1,ml,,,,0.77,ak,ak18176140,2018-01-26T14:51:46.040Z,"243km SE of Kodiak, Alaska",earthquake,,4.9,,,automatic,ak,ak
2018-01-23T11:16:06.399Z,56.0721,-149.5201,28.8,3.8,ml,,,,0.99,ak,ak18176109,2018-01-26T15:59:19.040Z,"250km SE of Kodiak, Alaska",earthquake,,47.2,,,reviewed,ak,ak
2018-01-23T11:13:43.239Z,56.3339,-149.4584,53.1,4.2,ml,,,,0.89,ak,ak18176100,2018-01-23T12:23:20.617Z,"241km SE of Kodiak, Alaska",earthquake,,1.3,,,automatic,ak,ak
2018-01-23T11:10:26.817Z,56.0956,-149.8171,10,3.7,ml,,,,1.05,ak,ak18176090,2018-01-26T12:29:45.040Z,"270km SE of Kodiak, Alaska",earthquake,,0,,,reviewed,ak,ak
2018-01-23T11:10:03.001Z,56.6598,-149.1104,12.2,3.5,ml,,,,0.78,ak,ak18176089,2018-01-26T12:47:52.040Z,"229km ESE of Kodiak, Alaska",earthquake,,4384.1,,,reviewed,ak,ak
2018-01-23T10:58:28.229Z,56.6272,-148.7239,12,3.7,ml,,,,1.04,ak,ak18176072,2018-01-23T19:31:11.860Z,"260km ESE of Kodiak, Alaska",earthquake,,17921.2,,,reviewed,ak,ak
2018-01-23T10:42:53.077Z,55.8888,-149.1422,10.9,4.5,ml,,,,0.82,ak,ak18176019,2018-01-23T19:31:11.333Z,"295km SE of Kodiak, Alaska",earthquake,,8.4,,,reviewed,ak,ak
2018-01-23T10:39:34.644Z,57.8431,-153.3041,51.3,3.1,ml,,,,0.93,ak,ak18174876,2018-01-23T20:36:16.275Z,"42km WNW of Kodiak Station, Alaska",earthquake,,2.8,,,automatic,ak,ak
2018-01-23T10:34:40.500Z,56.1478,-149.5074,12.7,4,ml,,,,0.9,ak,ak18174837,2018-01-23T19:31:10.823Z,"273km SE of Kodiak, Alaska",earthquake,,556.8,,,reviewed,ak,ak
2018-01-23T10:31:18.590Z,56.2473,-149.2395,20.78,4.2,ml,,148,2.39,0.72,us,us2000cn0y,2018-01-23T11:51:05.040Z,"257km SE of Kodiak, Alaska",earthquake,9.8,8.2,0.06,36,reviewed,us,us
2018-01-23T10:21:35.010Z,56.1188,-149.8123,19.31,4.6,mb,,158,2.214,0.71,us,us2000cmz3,2018-01-23T11:10:16.040Z,"244km SE of Kodiak, Alaska",earthquake,3.9,6.7,0.223,6,reviewed,us,us
2018-01-23T10:16:07.226Z,56.2756,-148.6874,12.2,4.9,ml,,,,0.74,ak,ak18174732,2018-01-23T18:36:15.581Z,"283km SE of Kodiak, Alaska",earthquake,,2984.5,,,reviewed,ak,ak
2018-01-23T10:05:20.410Z,56.1134,-149.8206,20.09,4.7,mb,,149,2.213,1.13,us,us2000cmym,2018-01-23T11:02:52.202Z,"244km SE of Kodiak, Alaska",earthquake,8.5,8.2,0.121,21,reviewed,us,us
2018-01-23T09:59:57.300Z,56.1634,-149.352,17.67,4.8,mb,,147,2.401,0.99,us,us2000cmyc,2018-01-23T11:23:01.040Z,"259km SE of Kodiak, Alaska",earthquake,7.8,5.1,0.072,59,reviewed,us,us
2018-01-23T09:55:35.860Z,56.0438,-149.4661,29.9,4.4,mb,,142,2.419,0.97,us,us2000cmyb,2018-01-23T23:22:32.040Z,"264km SE of Kodiak, Alaska",earthquake,7.7,6,0.144,14,reviewed,us,us
2018-01-23T09:48:26.121Z,58.8024,-154.3895,178.7,3.8,ml,,,,0.52,ak,ak18174744,2018-01-23T15:29:29.375Z,"109km SSE of Old Iliamna, Alaska",earthquake,,4.3,,,automatic,ak,ak
2018-01-23T09:47:56.510Z,56.1464,-149.2264,23.4,4.6,ml,,,,0.91,ak,ak18174679,2018-01-24T00:07:54.420Z,"258km SE of Kodiak, Alaska",earthquake,,69.1,,,reviewed,ak,ak
2018-01-23T09:31:42.940Z,56.0464,-149.0728,25,7.9,mww,,28,2.595,0.9,us,us2000cmy3,2018-01-28T22:22:15.738Z,"280km SE of Kodiak, Alaska",earthquake,5.9,1.8,0.052,35,reviewed,us,us
2018-01-23T09:05:05.520Z,43.4723,-126.9777,10,3.2,ml,,235,2.024,1.04,us,us2000cmxw,2018-01-26T13:53:06.835Z,"212km WNW of Bandon, Oregon",earthquake,9.7,2,0.043,72,reviewed,us,us
2018-01-23T06:42:17.260Z,36.944,-97.3636,4.96,2.9,mb_lg,,77,0.114,0.14,us,us2000cmx0,2018-01-28T15:01:27.181Z,"17km NNW of Blackwell, Oklahoma",earthquake,1.5,5.1,0.066,60,reviewed,us,us
2018-01-23T06:34:54.240Z,-7.1958,105.9181,43.91,6,mww,,75,3.274,1.16,us,us2000cmwz,2018-01-26T12:07:18.379Z,"40km S of Binuangeun, Indonesia",earthquake,8.1,6.7,0.071,19,reviewed,us,us
2018-01-23T06:33:24.060Z,36.941,-97.365,2.46,2.9,mb_lg,,77,0.115,0.16,us,us2000cmwy,2018-01-23T08:29:41.785Z,"16km NNW of Blackwell, Oklahoma",earthquake,1.3,5.8,0.067,58,reviewed,us,us
2018-01-23T05:59:57.490Z,-5.8841,154.7071,151.99,5.4,mb,,29,3.041,0.83,us,us2000cmwv,2018-01-23T23:08:33.040Z,"98km WNW of Arawa, Papua New Guinea",earthquake,9,7.1,0.048,147,reviewed,us,us
2018-01-23T04:56:46.700Z,38.7896667,-122.778,0.54,2.77,md,79,36,0.008507,0.06,nc,nc72957371,2018-01-25T00:24:22.312Z,"2km NW of The Geysers, CA",earthquake,0.1,0.13,0.201,63,reviewed,nc,nc
2018-01-23T03:45:16.640Z,33.6237,46.8936,10,4.7,mb,,114,1.777,0.96,us,us2000cmwc,2018-01-23T10:43:36.716Z,"43km E of Ilam, Iran",earthquake,9.6,2,0.084,43,reviewed,us,us
2018-01-23T03:16:30.120Z,-35.0175,-108.8897,10,5,mb,,186,29.955,0.71,us,us2000cmw3,2018-01-23T03:31:10.040Z,Southern East Pacific Rise,earthquake,16.4,2,0.074,58,reviewed,us,us
2018-01-23T01:32:44.340Z,39.4181667,-123.3065,-0.54,2.57,md,44,115,0.05613,0.08,nc,nc72957291,2018-01-24T19:56:40.569Z,"4km ENE of Willits, CA",earthquake,0.18,0.5,0.228,45,reviewed,nc,nc
2018-01-23T01:26:09.780Z,41.3939,69.0047,16.88,4.6,mb,,40,1.918,0.93,us,us2000cmve,2018-01-23T18:23:33.406Z,"14km WSW of Saryaghash, Kazakhstan",earthquake,6.2,5.2,0.081,45,reviewed,us,us
2018-01-22T23:14:59.330Z,-52.9146,25.7382,10,5,mb,,115,19.635,0.67,us,us2000cmtw,2018-01-26T04:14:51.040Z,South of Africa,earthquake,14.1,1.9,0.086,43,reviewed,us,us
2018-01-22T22:00:07.570Z,45.7534,-112.1193,5,2.6,ml,,72,0.399,0.73,us,us2000cmrg,2018-01-22T23:16:58.954Z,"13km S of Whitehall, Montana",earthquake,1.7,1.9,0.064,32,reviewed,us,us
2018-01-22T21:12:42.100Z,51.6186,178.1375,53.8,2.5,ml,,,,0.47,us,us2000cmry,2018-01-26T07:50:41.505Z,"44km SW of Little Sitkin Island, Alaska",earthquake,7.8,5.1,,,reviewed,ak,ak
2018-01-22T19:39:58.220Z,5.6437,-32.9027,10,5,mb,,58,13.014,1.01,us,us2000cmni,2018-01-22T20:37:24.040Z,Central Mid-Atlantic Ridge,earthquake,10.8,1.8,0.049,131,reviewed,us,us
2018-01-22T17:22:33.400Z,35.9882,-97.8729,5.091,2.9,ml,,31,,0.22,us,us2000cmjv,2018-01-23T15:26:29.234Z,"13km S of Hennessey, Oklahoma",earthquake,1.4,6,,,reviewed,tul,tul
2018-01-22T17:06:04.740Z,19.4561,-68.4323,9,3.27,md,4,250,1.9624,0.25,pr,pr2018022004,2018-01-24T17:13:33.040Z,"20km NNW of Otra Banda, Dominican Republic",earthquake,6.78,5.89,0.16,3,reviewed,pr,pr
2018-01-22T16:49:11.310Z,19.1651,-68.4983,79,3.43,md,4,229,1.8085,0.23,pr,pr2018022002,2018-01-22T21:18:06.830Z,"59km NNE of Otra Banda, Dominican Republic",earthquake,4.96,5.35,0.22,3,reviewed,pr,pr
2018-01-22T14:54:00.980Z,34.7025,-116.2318333,3.01,2.95,ml,30,61,0.06911,0.16,ci,ci38090568,2018-01-29T01:20:06.759Z,"7km WSW of Ludlow, CA",earthquake,0.17,0.42,0.133,126,reviewed,ci,ci
2018-01-22T13:58:02.270Z,16.4151,-83.281,10,4.5,mb,,49,3.954,0.74,us,us2000cmgb,2018-01-22T16:39:05.040Z,"127km ENE of Barra Patuca, Honduras",earthquake,6.7,1.9,0.071,58,reviewed,us,us
2018-01-22T13:56:50.000Z,-18.358,-69.457,123.2,4.3,mb,,,,1.06,us,us2000cmg8,2018-01-22T15:53:05.040Z,"20km SSE of Putre, Chile",earthquake,9.6,7.6,0.188,8,reviewed,guc,us
2018-01-22T12:56:44.040Z,19.1215,-66.4616,39,3.19,md,12,285,0.7078,0.44,pr,pr2018022001,2018-01-22T13:17:31.309Z,"73km N of Tierras Nuevas Poniente, Puerto Rico",earthquake,2.1,9.38,0.15,10,reviewed,pr,pr
2018-01-22T12:41:08.050Z,36.1424,-97.6752,3.41,2.6,mb_lg,,34,0.388,0.48,us,us2000cmfq,2018-01-22T12:51:51.040Z,"20km E of Hennessey, Oklahoma",earthquake,1,7.8,0.082,39,reviewed,us,us
2018-01-22T12:07:43.890Z,36.895,-83.6473333,25.91,2.72,md,21,78,0.3592,0.21,se,se60186487,2018-01-23T18:02:06.930Z,"15km NNE of Pineville, Kentucky",earthquake,0.55,1.26,0.05,17,reviewed,se,se
2018-01-22T10:45:34.060Z,36.1453,-97.6642,5,3.4,mb_lg,,40,0.387,0.21,us,us2000cmec,2018-01-27T09:56:07.395Z,"21km E of Hennessey, Oklahoma",earthquake,1.1,1.9,0.049,108,reviewed,us,us
2018-01-22T10:37:47.170Z,18.4451,-67.4525,17,2.73,md,4,303,0.342,0.5,pr,pr2018022000,2018-01-22T11:27:10.283Z,"24km WNW of Rincon, Puerto Rico",earthquake,3.43,2.23,0.22,4,reviewed,pr,pr
2018-01-22T10:08:25.455Z,51.6265,-173.8312,41.1,2.8,ml,,,,0.48,ak,ak18159844,2018-01-26T07:50:21.709Z,"68km SSE of Atka, Alaska",earthquake,,3.4,,,reviewed,ak,ak
2018-01-22T09:00:51.218Z,54.1599,-162.4765,6.7,3.5,ml,,,,0.67,ak,ak18158741,2018-01-26T07:50:19.917Z,"98km SE of False Pass, Alaska",earthquake,,1,,,reviewed,ak,ak
2018-01-22T07:50:35.960Z,-7.7818,-78.8945,75.13,3.7,mb,,188,3.549,0.86,us,us2000cmrj,2018-01-22T23:14:41.609Z,"24km ESE of Ascope, Peru",earthquake,11.2,25.7,0.356,2,reviewed,us,us
2018-01-22T07:37:59.370Z,18.3094,96.1023,10,4.7,mb,,60,2.599,0.94,us,us2000cmcq,2018-01-22T08:17:44.992Z,"39km WSW of Pyu, Burma",earthquake,6.9,1.9,0.082,45,reviewed,us,us
2018-01-22T07:33:16.970Z,11.8987,-87.4356,55.87,4.2,mb,,146,0.877,1.15,us,us2000cmck,2018-01-22T12:33:15.040Z,"70km SSW of Corinto, Nicaragua",earthquake,6.6,9,0.062,72,reviewed,us,us
2018-01-22T07:19:54.120Z,38.5835,-112.2781667,-2.32,2.85,ml,23,49,0.09496,0.2,uu,uu60265642,2018-01-26T03:56:19.652Z,"14km WSW of Monroe, Utah",earthquake,0.5,0.96,0.126,17,reviewed,uu,uu
2018-01-22T06:44:23.016Z,56.6375,-156.9283,47.1,2.8,ml,,,,0.49,ak,ak18157643,2018-01-26T07:50:50.494Z,"120km ENE of Chignik Lake, Alaska",earthquake,,3.1,,,reviewed,ak,ak
2018-01-22T06:36:44.800Z,17.4872,-96.2511,34.95,4.1,mb,,142,2.21,0.9,us,us2000cmby,2018-01-22T21:01:47.793Z,"23km SSW of Ayotzintepec, Mexico",earthquake,7.9,7.2,0.048,121,reviewed,us,us
2018-01-22T06:21:15.800Z,-31.4665,-178.0598,335.63,4.1,mb,,202,2.217,0.87,us,us2000cmbv,2018-01-22T11:41:25.040Z,"79km E of L'Esperance Rock, New Zealand",earthquake,15.3,17.6,0.12,19,reviewed,us,us
2018-01-22T04:47:16.970Z,51.6391,177.3463,65.05,3.2,ml,,324,0.787,0.19,us,us2000cmjw,2018-01-26T07:50:13.922Z,"54km SSW of Kiska Volcano, Alaska",earthquake,12.8,18.9,,,reviewed,us,ak
2018-01-22T02:46:08.670Z,-20.2735,-65.3414,340.95,4,mb,,71,3.582,0.75,us,us2000cman,2018-01-22T03:09:59.040Z,"43km NNW of Camargo, Bolivia",earthquake,9,8.5,0.104,25,reviewed,us,us
2018-01-22T01:44:48.060Z,48.0996,-114.1276,10.21,3,ml,,98,0.049,0.85,us,us2000cma6,2018-01-25T22:44:04.040Z,"5km NW of Bigfork, Montana",earthquake,4.7,8.3,0.057,40,reviewed,us,us
2018-01-22T01:20:53.240Z,33.2053333,-115.9603333,7.12,2.6,ml,72,24,0.07757,0.21,ci,ci38090328,2018-01-22T16:43:12.460Z,"10km S of Salton City, CA",earthquake,0.16,0.62,0.134,102,reviewed,ci,ci
2018-01-22T00:53:27.230Z,-10.551,-74.9196,117.32,5,mb,,82,2.365,1.25,us,us2000cm9e,2018-01-22T16:12:55.902Z,"43km ENE of Villa Rica, Peru",earthquake,4.3,5,0.026,459,reviewed,us,us
2018-01-21T23:00:35.100Z,34.397,-118.7656667,18.1,2.58,ml,86,25,0.08996,0.25,ci,ci38090296,2018-01-25T17:07:09.787Z,"3km SE of Piru, CA",earthquake,0.19,0.4,0.129,122,reviewed,ci,ci
2018-01-21T22:45:03.430Z,19.023,-68.5725,70,3.43,md,9,217,1.5633,0.55,pr,pr2018021005,2018-01-22T00:56:10.160Z,"42km NNE of Otra Banda, Dominican Republic",earthquake,3.46,6.81,0.43,9,reviewed,pr,pr
2018-01-21T22:25:57.690Z,19.2813,-68.529,11,2.85,md,3,242,2.2928,0.26,pr,pr2018021004,2018-01-22T00:56:00.728Z,"63km ENE of Miches, Dominican Republic",earthquake,7.49,5.39,0.62,2,reviewed,pr,pr
2018-01-21T22:15:42.820Z,49.4993333,-120.4173333,-0.06,2.49,ml,10,301,1.207,0.65,uw,uw61344012,2018-01-22T20:03:37.392Z,"8km NE of Princeton, Canada",explosion,4.58,31.61,0.099,9,reviewed,uw,uw
2018-01-21T21:22:45.717Z,58.7196,-152.5193,10.6,2.5,ml,,,,0.61,ak,ak18154334,2018-01-24T04:08:32.481Z,"103km N of Kodiak, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-21T20:23:02.791Z,63.2275,-150.3974,116.3,2.5,ml,,,,0.43,ak,ak18153236,2018-01-24T04:08:30.220Z,"74km WSW of Cantwell, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2018-01-21T19:06:04.690Z,11.2803,-86.9982,48.65,5,mb,,172,1.247,1.1,us,us2000cm69,2018-01-21T19:24:44.040Z,"76km SW of Masachapa, Nicaragua",earthquake,7.9,14.2,0.06,87,reviewed,us,us
2018-01-21T18:04:15.340Z,-35.9885,-73.711,10,4.5,mb,,191,0.866,0.74,us,us2000cm61,2018-01-21T18:23:43.085Z,"96km NNW of Talcahuano, Chile",earthquake,6.1,2,0.205,7,reviewed,us,us
2018-01-21T17:51:58.990Z,6.7361,-72.8728,166.32,4.8,mb,,83,2.367,1.11,us,us2000cm5z,2018-01-21T22:20:28.610Z,"8km SSW of San Andres, Colombia",earthquake,10,14,0.059,90,reviewed,us,us
2018-01-21T17:45:54.210Z,18.3443,-67.4043,12,3.03,md,9,286,0.289,0.48,pr,pr2018021003,2018-01-21T20:18:29.843Z,"16km W of Rincon, Puerto Rico",earthquake,2.009,1.22,0.16,6,reviewed,pr,pr
2018-01-21T17:26:48.260Z,36.4708,-98.8257,7.81,2.8,mb_lg,,58,0.067,0.61,us,us2000cm5r,2018-01-21T17:53:08.040Z,"34km E of Mooreland, Oklahoma",earthquake,3.1,6.6,0.061,71,reviewed,us,us
2018-01-21T17:04:18.980Z,30.2705,-113.5871,10,4.5,mb,,207,2.612,1.36,us,us2000cm5c,2018-01-21T17:45:34.383Z,"94km WNW of La Libertad, Mexico",earthquake,5.3,2,0.074,54,reviewed,us,us
2018-01-21T17:00:44.510Z,-38.2138,176.0145,197.25,4.4,mb,,95,0.629,0.49,us,us2000cm57,2018-01-27T03:00:34.593Z,"13km E of Tokoroa, New Zealand",earthquake,9.7,7.4,0.24,5,reviewed,us,us
2018-01-21T15:22:30.380Z,18.9372,-80.5429,7.85,4,mb,,63,2.939,0.98,us,us2000cm51,2018-01-22T01:56:56.042Z,"72km ESE of East End, Cayman Islands",earthquake,7.6,6.9,0.134,15,reviewed,us,us
2018-01-21T15:17:42.780Z,36.9672,-99.3666,5,2.6,mb_lg,,150,0.587,0.2,us,us2000cm4z,2018-01-21T17:16:12.040Z,"27km ENE of Buffalo, Oklahoma",earthquake,2.3,1.9,0.084,37,reviewed,us,us
2018-01-21T14:42:50.530Z,-36.0155,-73.4189,7.51,4.6,mb,,153,0.753,0.62,us,us2000cm4u,2018-01-21T22:44:45.847Z,"78km NNW of Tome, Chile",earthquake,6,5.7,0.132,17,reviewed,us,us
2018-01-21T13:41:12.460Z,-39.9121,173.8302,227.22,4.3,mb,,100,1.302,0.81,us,us2000cm4h,2018-01-21T14:40:10.040Z,"50km S of Opunake, New Zealand",earthquake,8.6,8.6,0.202,7,reviewed,us,us
2018-01-21T11:52:26.120Z,-22.5359,-66.3289,256.86,4.6,mb,,96,1.757,1.05,us,us2000cm43,2018-01-21T12:07:10.040Z,"68km WNW of Abra Pampa, Argentina",earthquake,10.7,7,0.146,14,reviewed,us,us
2018-01-21T11:40:47.440Z,-12.2821,166.6895,131.97,4.7,mb,,190,7.199,0.69,us,us2000cm44,2018-01-21T12:02:40.040Z,"196km SSE of Lata, Solomon Islands",earthquake,14.7,10.7,0.091,37,reviewed,us,us
2018-01-21T11:16:42.660Z,19.491,-68.9106,97,3.62,md,6,265,2.2494,0.37,pr,pr2018021001,2018-01-21T16:14:42.807Z,"54km NE of Santa Barbara de Samana, Dominican Republic",earthquake,5.06,7.01,0.17,6,reviewed,pr,pr
2018-01-21T09:58:08.257Z,63.5865,-150.7498,11.5,2.8,ml,,,,0.72,ak,ak18144683,2018-01-24T04:08:06.273Z,"93km WSW of Healy, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-21T09:45:08.070Z,14.1343,-91.9522,66.07,4.2,mb,,146,2.142,1.36,us,us2000cm3d,2018-01-21T09:56:04.040Z,"18km SSW of Champerico, Guatemala",earthquake,10,13.5,0.091,34,reviewed,us,us
2018-01-21T09:00:50.710Z,15.9272,-94.8939,41.15,4.2,mb,,174,2.673,1.05,us,us2000cm35,2018-01-22T07:39:15.653Z,"32km SSE of San Mateo del Mar, Mexico",earthquake,10,17.1,0.08,44,reviewed,us,us
2018-01-21T08:40:32.640Z,-20.744,-68.0996,210.91,4.2,mb,,31,1.156,0.66,us,us2000cm33,2018-01-21T09:02:37.040Z,"131km WSW of Colchani, Bolivia",earthquake,5.1,10,0.176,9,reviewed,us,us
2018-01-21T07:30:58.390Z,-3.3259,-75.9037,127.82,4.6,mb,,69,2.593,1.08,us,us2000cm2x,2018-01-21T08:01:14.040Z,"188km NNE of Barranca, Peru",earthquake,7.9,8.2,0.083,43,reviewed,us,us
2018-01-21T07:13:19.308Z,51.3632,-179.3734,39.7,2.7,ml,,,,0.22,ak,ak18143614,2018-01-24T04:07:59.545Z,"21km WNW of Amatignak Island, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2018-01-21T06:40:53.980Z,-15.7545,-74.8053,7.87,5.1,mb,,144,4.234,0.63,us,us2000cm2k,2018-01-21T14:44:50.349Z,"41km SSW of Acari, Peru",earthquake,8.5,4.6,0.032,317,reviewed,us,us
2018-01-21T05:45:40.160Z,34.6459,45.6429,10,4.2,mb,,198,0.474,1.07,us,us2000cm27,2018-01-21T06:25:14.040Z,"28km NW of Sarpol-e Zahab, Iran",earthquake,6,1.8,0.118,20,reviewed,us,us
2018-01-21T04:37:24.260Z,37.7581667,-84.663,11.14,2.59,md,19,107,0.3035,0.19,se,se60050913,2018-01-23T21:26:33.869Z,"11km S of Wilmore, Kentucky",earthquake,0.37,2.79,0.033,8,reviewed,se,se
2018-01-21T03:07:23.992Z,62.9148,-151.2667,107.5,3.1,ml,,,,0.49,ak,ak18140432,2018-01-24T04:08:40.585Z,"88km NW of Talkeetna, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-21T02:47:32.026Z,60.1242,-137.1112,14.8,2.8,ml,,,,0.46,ak,ak18140424,2018-01-24T04:07:49.273Z,"73km SSE of Haines Junction, Canada",earthquake,,0.2,,,reviewed,ak,ak
2018-01-21T01:54:42.530Z,60.4933,-177.5328,10,4.5,mb,,74,6.945,1.4,us,us2000cm15,2018-01-24T04:07:47.991Z,Bering Sea,earthquake,6.9,1.9,0.061,78,reviewed,us,us
2018-01-21T01:31:13.630Z,18.9978,-65.899,25,3.15,md,10,305,0.7131,0.26,pr,pr2018021000,2018-01-21T01:57:27.529Z,"62km NNE of San Juan, Puerto Rico",earthquake,1.28,16.25,0.25,9,reviewed,pr,pr
2018-01-21T01:06:42.200Z,-18.8879,-69.6165,110.82,6.3,mww,,66,0.559,1.31,us,us2000cm0f,2018-01-25T21:28:11.638Z,"76km S of Putre, Chile",earthquake,3.2,4.6,0.054,33,reviewed,us,us
2018-01-21T00:55:02.330Z,17.512,-83.3151,10,4,mb,,56,4.783,0.75,us,us2000cm0b,2018-01-21T01:31:42.594Z,"66km E of Great Swan Island, Honduras",earthquake,5,1.9,0.1,27,reviewed,us,us
2018-01-20T23:05:44.143Z,54.4599,-161.5853,17.5,2.5,ml,,,,0.48,ak,ak18137294,2018-01-24T05:23:48.392Z,"108km SE of Cold Bay, Alaska",earthquake,,0.5,,,reviewed,ak,ak
2018-01-20T22:12:53.253Z,63.3978,-151.3852,8.9,2.9,ml,,,,0.59,ak,ak18136260,2018-01-24T05:25:44.646Z,"121km W of Cantwell, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2018-01-20T22:11:06.160Z,-7.7131,128.0641,149.89,4.8,mb,,33,3.216,0.78,us,us2000clyz,2018-01-20T22:27:52.040Z,"289km ENE of Dili, East Timor",earthquake,7.3,8,0.073,57,reviewed,us,us
2018-01-20T21:47:01.990Z,59.7714,-136.7667,1.6,3.4,ml,,83,0.512,0.61,us,us2000clyf,2018-01-24T05:23:06.685Z,"89km WNW of Skagway, Alaska",earthquake,3.5,9.8,0.038,93,reviewed,us,us
2018-01-20T21:42:41.040Z,51.8922,156.7923,154.53,4.4,mb,,134,1.338,0.8,us,us2000clym,2018-01-20T23:38:52.040Z,"47km NNE of Ozernovskiy, Russia",earthquake,10,7.4,0.077,48,reviewed,us,us
